date,location,state,category_de,description,source
2016-04-17,"Köpenick, Berlin",Berlin,Tätlicher Übergriff/Körperverletzung,"An der Straßenbahnhaltestelle Bahnhofstraße Ecke Lindenstraße soll am Abend eine Gruppe jugendlicher Asylsuchender von einer anderen, betrunkenen Gruppe beleidigt und angegriffen worden sein. Eine Frau, die Fotos gemacht hatte, gab an, von den Betrunkenen mit Fäusten geschlagen und gewürgt worden zu sein. Der Staatsschutz ermittelt.",http://www.tagesspiegel.de/berlin/polizei-justiz/berlin-koepenick-fremdenfeindliche-beleidigungen-fuehren-zu-gerangel/13463806.html
2016-04-17,Wismar,Mecklenburg-Vorpommern,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Beleidigung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.
	 ",http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf
2016-04-17,Hoyerswerda,Sachsen,Tätlicher Übergriff/Körperverletzung,In der Nacht kam es vor einer Asylunterkunft zu einer tätlichen Auseinandersetzung zwischen Geflüchteten und einer fünfköpfigen Gruppe im Alter von 17 bis 21 Jahren. Zuvor sollen provozierende Äußerungen gegenüber den Geflüchteten gefallen sein.,https://raa-sachsen.de/index.php/chronik-details/hoyerswerda-3203.html
2016-04-17,Königstein,Sachsen,Sonstige Angriffe,"Ein unbekannter Mann hat in der Nacht vor der Haustür einer Wohnung randaliert, in der seit wenigen Tagen eine aus dem Irak geflohene Familie wohnt. „Nachts um zwei hat einer mit Glatze an der Tür geklingelt“, sagt Heinz Grasse, Mitglied der Flüchtlingshilfe Königstein gegenüber MOPO24. „Der Mann fragte nur nach der Nationalität und der Vater antwortete Iraker.“ Noch in der gleichen Nacht wurde danach die Tür mit Bauzäunen, Steinen und Mülltonnen verbarrikadiert. „Außerdem war die Klingel zerschlagen“, so Grasse, der die Polizei alamierte.",https://mopo24.de/nachrichten/fluechtlinge-eingesperrt-haus-koenigstein-67143
2016-04-18,Flensburg,Schleswig-Holstein,Tätlicher Übergriff/Körperverletzung,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen gefährlicher Körperverletzung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet. Wie viele Verletzte es gab, ist den Angaben nicht zu entnehmen.
	 ",http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf
2016-04-18,Flensburg,Schleswig-Holstein,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Verwendens von Kennzeichen verfassungswidriger Organisationen an einer Asylunterkunft ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.",http:// http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf
2016-04-18,Lübeck,Schleswig-Holstein,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion neben des Übergriffs auf das Café ""Blauer Engel"" in einem weiteren Fall wegen Sachbeschädigung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.
	 ",http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf
2016-04-18,Lübeck,Schleswig-Holstein,Sonstige Angriffe,"Das Café „Blauer Engel“ richtet seit mehr als einem Jahr das „Café Welcome“ für Geflüchtete aus. In der Nacht von Sonntag auf Montag zerstörten Unbekannte die Fensterscheiben des Cafés und warfen Schweinekopfhälften in das Gebäude. Die Betreibenden des Cafés geben an, dass das Lokal und Personen, die sich vor dem Café aufhielten, bereits über Ostern von Neonazis angegriffen wurden.","http://blauerengel-luebeck.de/wordpress_e/
http://www.ln-online.de/Lokales/Luebeck/Zerschlagene-Scheiben-und-Schweinekopfhaelften-im-Blauen-Engel"
2016-04-18,Bosau,Schleswig-Holstein,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage der Partei Die Linke geht hervor, dass die Polizei wegen Volksverhetzung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.",http://dip21.bundestag.de/dip21/btd/18/093/1809324.pdf
2016-04-18,Barmstedt,Schleswig-Holstein,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Verwendens von Kennzeichen verfassungswidriger Organisationen an einer Asylunterkunft ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.",http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf
2016-04-18,Lütjenburg,Schleswig-Holstein,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Volksverhetzung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.
	 ",http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf
2016-04-18,Rastede,Niedersachsen,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Volksverhetzung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.
	 ",http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf
2016-04-18,Baunatal,Hessen,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Verwendens von Kennzeichen verfassungswidriger Organisationen an einer Asylunterkunft ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.
	 ",http:// http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf
2016-04-18,Unterföhring,Bayern,Sonstige Angriffe,"Ein Betrunkener drang in eine Traglufthalle ein, in der mehr als 200 Geflüchtete untergebracht sind. Er bedrohte und beleidigte die Asylsuchenden.
 
Aus der Antwort der Bundesregierung auf eine Kleine Anfrage der Partei Die Linke geht hervor, dass die Polizei wegen Störung des öffentlichen Friedens durch Ankündigung schwerer Delikte ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.","http://dip21.bundestag.de/dip21/btd/18/093/1809324.pdf
http://www.sueddeutsche.de/muenchen/staatsschutz-ermittelt-rechtsradikale-parolen-an-fluechtlingsheim-1.3261359"
2016-04-18,Euerbach,Bayern,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Volksverhetzung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.
	 ",http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf
2016-04-18,Berlin,Berlin,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Sachbeschädigung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.
	 ",http:// http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf
2016-04-18,Elsterwerda,Brandenburg,Tätlicher Übergriff/Körperverletzung,Am Abend kam es laut Polizei vor einer Aslunterkunft zu einer Auseinandersetzung zwischen drei jungen Deutschen und einem 15-jährigen Geflüchteten aus Afghanistan. In der Folge verletzte einer der Deutschen den Jugendlichen mit einem Elektroschocker. Die alarmierte Polizei ermittelt wegen gefährlicher Körperverletzung und Verstoßes gegen das Waffengesetz.,https://polizei.brandenburg.de/pressemeldung/ermittlungen-zu-einer-gefaehrlichen-koer/233938
2016-04-18,Limbach-Oberfrohna,Sachsen,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Volksverhetzung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.
	 ",http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf
2016-04-18,Greußen,Thüringen,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage der Partei Die Linke geht hervor, dass die Polizei wegen Sachbeschädigung an einer Asylunterkunft ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.",http://dip21.bundestag.de/dip21/btd/18/093/1809324.pdf
2016-04-18,Themar,Thüringen,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Verwendens von Kennzeichen verfassungswidriger Organisationen an einer Asylunterkunft ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.",http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf
2016-04-19,Hamburg,Hamburg,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen öffentlicher Aufforderung zu Straftaten ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.
	 ",http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf
2016-04-19,Düren,Nordrhein-Westfalen,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Volksverhetzung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.
	 ",http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf
2016-04-19,Übach-Palenberg,Nordrhein-Westfalen,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen öffentlicher Aufforderung zu Straftaten ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.
	 ",http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf
2016-04-19,Schwetzingen,Baden-Württemberg,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Volksverhetzung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.
	 ",http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf
2016-04-19,Altdorf,Bayern,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Volksverhetzung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.
	 ",http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf
2016-04-19,Bamberg,Bayern,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen öffentlicher Aufforderung zu Straftaten ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.
	 ",http:// http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf
2016-04-19,Saarbrücken,Saarland,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen öffentlicher Aufforderung zu Straftaten ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.
	 ",http:// http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf
2016-04-19,"Westend, Berlin",Berlin,Sonstige Angriffe,"Unbekannte sprühten am S-Bahnhof Pichelsberg unter anderem die Parole ""Not Welcome"", die sich vermutlich gegen die Asylsuchenden einer nahegelegenen Unterkunft richtet.",http://www.berliner-register.de/vorfall/charlottenburg-wilmersdorf/rassistisches-und-antikommunistisches-graffiti-westend/4808
2016-04-19,Cottbus,Brandenburg,Tätlicher Übergriff/Körperverletzung,"In der Nacht sprachen drei Unbekannte einen Asylsuchenden aus dem Tschad an und fragten ihn nach Zigaretten. Als er die Bitte verneinte, durchsuchten sie seine Taschen, wobei einer der Unbekannten dem Mann mit der flachen Hand ins Gesicht schlug. Als er dem Schlag ausweichen wollte, strauchelte der Geschädigte und verletzte sich am Knie. ",https://polizei.brandenburg.de/pressemeldung/koerperverletzung/233918
2016-04-19,Rostock,Mecklenburg-Vorpommern,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Bedrohung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.
	 ",http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf
2016-04-19,"Einsiedel, Chemnitz",Sachsen,Brandanschlag,"Unbekannte haben in der Nacht einen Brandanschlag auf eine Asylunterkunft verübt. Der oder die Täter warfen drei Brandsätze auf zwei Wohngebäude, in denen insgesamt 21 Menschen leben.",http://www.zeit.de/gesellschaft/zeitgeschehen/2016-04/sachsen-chemnitz-einsiedel-brandanschlag
2016-04-19,Quedlinburg,Sachsen-Anhalt,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen öffentlicher Aufforderung zu Straftaten ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.
	 ",http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf
2016-04-19,Burg,Sachsen-Anhalt,Tätlicher Übergriff/Körperverletzung,"Gegen Mittag wurden zwei Asylsuchende aus Syrien verletzt, nach Angaben eines der Geschädigten von einer Gruppe von fünf bis sechs Personen. Die Geschädigten erlitten leicht blutende Verletzungen am Kopf und Reizungen der Augen, mutmaßlich durch den Einsatz von Pfefferspray.",http://www.presse.sachsen-anhalt.de/index.php?cmd=get&id=877125&identifier=0477467ddd142560e719e02ade0f7e89
2016-04-19,Braunsbedra,Sachsen-Anhalt,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Bedrohung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.
	 ",http:// http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf
2016-04-19,Jena,Thüringen,Sonstige Angriffe,"Aus einer Liste des LKA Thüringen zu “Straftaten gegen Flüchtlings- bzw. Asylunterkünfte” im ersten Halbjahr 2016 geht hervor, dass wegen Volksverhetzung an einer Asylunterkunft ermittelt wird.",Auskunft des LKA Thüringen
2016-04-20,Wilster,Schleswig-Holstein,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Beleidigung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.
	 ",http:// http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf
2016-04-20,Marl,Nordrhein-Westfalen,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage der Partei Die Linke geht hervor, dass die Polizei wegen Sachbeschädigung an einer Asylunterkunft ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.",http://dip21.bundestag.de/dip21/btd/18/093/1809324.pdf
2016-04-20,Ludwigshafen am Rhein,Rheinland-Pfalz,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Nötigung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.
	 ",http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf
2016-04-20,Baden-Baden,Baden-Württemberg,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Bedrohung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.
	 ",http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf
2016-04-20,München,Bayern,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Volksverhetzung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.
	 ",http:// http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf
2016-04-20,Moosburg an der Isar,Bayern,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Verwendens von Kennzeichen verfassungswidriger Organisationen an einer Asylunterkunft ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.",http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf
2016-04-20,Nürnberg,Bayern,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage der Partei Die Linke geht hervor, dass die Polizei wegen des Verwendens von Kennzeichen verfassungswidriger Organisationen ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.",http://dip21.bundestag.de/dip21/btd/18/093/1809324.pdf
2016-04-20,Würzburg,Bayern,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen eines Verstoßes gegen das Versammlungsgesetz ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.  ",http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf
2016-04-20,Bad Kissingen,Bayern,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Volksverhetzung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.
	 ",http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf
2016-04-20,Berlin,Berlin,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Sachbeschädigung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.
	 ",http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf
2016-04-20,Fehrbellin,Brandenburg,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Verwendens von Kennzeichen verfassungswidriger Organisationen an einer Asylunterkunft ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.",http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf
2016-04-20,Bautzen,Sachsen,Tätlicher Übergriff/Körperverletzung,"Am Abend provozierten mehrere Männer und Frauen eine Gruppe von vier geflüchteten Jugendlichen. Als die verbale Auseinandersetzung eskalierte, kam es zu einer Schlägerei, welche die Polizei als Auseinandersetzung zwischen beiden Gruppen darstellt. Zeugen gaben jedoch an, dass die Geflüchteten zuerst provoziert und angegangenen worden seien. Im Zuge der Auseinandersetzung war zudem ein 28-Jähriger verletzt worden. Er hatte versucht, ins Handgemenge einzugreifen. Der Mann sei dabei mit Pfefferspray besprüht worden. Einer der Asylsuchenden soll ihn zudem mit einem Messer bedroht haben.",http://www.sz-online.de/sachsen/schlaegerei-nach-streit-mit-fluechtlingen-3378222.html
2016-04-21,Kiel,Schleswig-Holstein,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Volksverhetzung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.
	 ",http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf
2016-04-21,Wolfsburg,Niedersachsen,Tätlicher Übergriff/Körperverletzung,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen gefährlicher Körperverletzung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet. Wie viele Verletzte es gab, ist den Angaben nicht zu entnehmen.
	 ",http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf
2016-04-21,Winsen,Niedersachsen,Verdachtsfall,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Bedrohung ermittelt, diesen Fall jedoch nicht dem Phänomenbereich der ""politisch motivierten Kriminalität - rechts"" (PMK-rechts) zuordnet.  
	 ",http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf
2016-04-21,Wachtendonk,Nordrhein-Westfalen,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Volksverhetzung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.
	 ",http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf
2016-04-21,Recklinghausen,Nordrhein-Westfalen,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Volksverhetzung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.
	 ",http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf
2016-04-21,Möhnesee,Nordrhein-Westfalen,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Verwendens von Kennzeichen verfassungswidriger Organisationen an einer Asylunterkunft ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.",http:// http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf
2016-04-21,Neu-Isenburg,Hessen,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Volksverhetzung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.
	 ",http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf
2016-04-21,Wolnzach,Bayern,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Sachbeschädigung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.
	 ",http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf
2016-04-21,Berlin,Berlin,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Volksverhetzung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.
	 ",http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf
2016-04-21,Bad Freienwalde,Brandenburg,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Volksverhetzung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.
	 ",http:// http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf
2016-04-21,Lentzke,Brandenburg,Sonstige Angriffe,"In der Nacht wird ein mit rechten Symbolen beschrifteter Pflasterstein in die Scheiben eines Gebäudes geworfen, in dem auch Geflüchtete wohnen.",http://www.opferperspektive.de/rechte-angriffe/chronologie-rechter-angriffe/lentzke
2016-04-21,Weferlingen,Sachsen-Anhalt,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage der Partei Die Linke geht hervor, dass die Polizei wegen Sachbeschädigung an einer Asylunterkunft ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.
 
In der Antwort der Bundesregierung auf eine vorherige Kleine Anfrage war dieser Vorfall noch im nahegelegenen Flechtingen verzeichnet.",http://dip21.bundestag.de/dip21/btd/18/102/1810213.pdf
2016-04-22,Weener,Niedersachsen,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Verwendens von Kennzeichen verfassungswidriger Organisationen an einer Asylunterkunft ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.",http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf
2016-04-22,Düsseldorf,Nordrhein-Westfalen,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Volksverhetzung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.
	 ",http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf
2016-04-22,Kalletal,Nordrhein-Westfalen,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Volksverhetzung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.
	 ",http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf
2016-04-22,Gottmadingen,Baden-Württemberg,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Volksverhetzung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.
	 ",http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf
2016-04-22,Arnstorf,Bayern,Sonstige Angriffe,"Aus der Antwort der Bundesregierung auf eine Kleine Anfrage zu Übergriffen auf Asylsuchende und ihre Unterkünfte geht hervor, dass die zuständige Polizeidirektion wegen Volksverhetzung ermittelt und diesen Vorfall als “politisch motivierte Kriminalität – rechts” einordnet.
	 ",http://dip21.bundestag.de/dip21/btd/18/112/1811298.pdf
